pair_id,name_1,name_2,canonical_1,canonical_2,entity_type,label,pair_source,confidence,note,context_1,context_2
PV_POS_0470,Citrus Greening,citrus HLB,citrus greening,citrus hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.","Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0471,CITRUS GREENING,Huanglongbing,citrus greening,huanglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0472,CITRUS GREENING,HLB,citrus greening,hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0473,CITRUS GREENING,yellow dragon disease,citrus greening,yellow dragon disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.","Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0474,CITRUS GREENING,citrus HLB,citrus greening,citrus hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.","Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0475,Huanglongbing,HLB,huanglongbing,hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0476,Huanglongbing,yellow dragon disease,huanglongbing,yellow dragon disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0477,Huanglongbing,citrus HLB,huanglongbing,citrus hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0478,HLB,yellow dragon disease,hlb,yellow dragon disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0479,HLB,citrus HLB,hlb,citrus hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0480,yellow dragon disease,citrus HLB,yellow dragon disease,citrus hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus greening',"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.","Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists."
PV_POS_0481,Citrus Haunglongbing,Huanglongbing,citrus haunglongbing,huanglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0482,Citrus Haunglongbing,HLB,citrus haunglongbing,hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0483,Citrus Haunglongbing,haunglongbing,citrus haunglongbing,haunglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.","Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0484,Citrus Haunglongbing,HUANGLONGBING,citrus haunglongbing,huanglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0485,Citrus Haunglongbing,yellow shoot disease,citrus haunglongbing,yellow shoot disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.","Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0486,Huanglongbing,HLB,huanglongbing,hlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0487,Huanglongbing,haunglongbing,huanglongbing,haunglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0488,Huanglongbing,HUANGLONGBING,huanglongbing,huanglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0489,Huanglongbing,yellow shoot disease,huanglongbing,yellow shoot disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0490,HLB,haunglongbing,hlb,haunglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0491,HLB,HUANGLONGBING,hlb,huanglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0492,HLB,yellow shoot disease,hlb,yellow shoot disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0493,haunglongbing,HUANGLONGBING,haunglongbing,huanglongbing,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no
PV_POS_0494,haunglongbing,yellow shoot disease,haunglongbing,yellow shoot disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.","Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0495,HUANGLONGBING,yellow shoot disease,huanglongbing,yellow shoot disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'citrus haunglongbing',Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits."
PV_POS_0496,Strawberry Leaf Scorch,Strawberry Leaf Scorch,strawberry leaf scorch,strawberry leaf scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0497,Strawberry Leaf Scorch,STRAWBERRY LEAF SCORCH,strawberry leaf scorch,strawberry leaf scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0498,Strawberry Leaf Scorch,leaf scorch of strawberry,strawberry leaf scorch,leaf scorch of strawberry,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0499,Strawberry Leaf Scorch,strawberry scorch,strawberry leaf scorch,strawberry scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0500,Strawberry Leaf Scorch,SLS,strawberry leaf scorch,sls,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0501,Strawberry Leaf Scorch,STRAWBERRY LEAF SCORCH,strawberry leaf scorch,strawberry leaf scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0502,Strawberry Leaf Scorch,leaf scorch of strawberry,strawberry leaf scorch,leaf scorch of strawberry,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0503,Strawberry Leaf Scorch,strawberry scorch,strawberry leaf scorch,strawberry scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0504,Strawberry Leaf Scorch,SLS,strawberry leaf scorch,sls,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0505,STRAWBERRY LEAF SCORCH,leaf scorch of strawberry,strawberry leaf scorch,leaf scorch of strawberry,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0506,STRAWBERRY LEAF SCORCH,strawberry scorch,strawberry leaf scorch,strawberry scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0507,STRAWBERRY LEAF SCORCH,SLS,strawberry leaf scorch,sls,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0508,leaf scorch of strawberry,strawberry scorch,leaf scorch of strawberry,strawberry scorch,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0509,leaf scorch of strawberry,SLS,leaf scorch of strawberry,sls,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0510,strawberry scorch,SLS,strawberry scorch,sls,Disease,1,plantvillage_reference,1.0,Both refer to: 'strawberry leaf scorch',"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.","Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance."
PV_POS_0511,Peach Bacterial Spot,Peach Bacterial Spot,peach bacterial spot,peach bacterial spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0512,Peach Bacterial Spot,PEACH BACTERIAL SPOT,peach bacterial spot,peach bacterial spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0513,Peach Bacterial Spot,bacterial spot of peach,peach bacterial spot,bacterial spot of peach,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0514,Peach Bacterial Spot,PBS,peach bacterial spot,pbs,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0515,Peach Bacterial Spot,Xanthomonas peach spot,peach bacterial spot,xanthomonas peach spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0516,Peach Bacterial Spot,PEACH BACTERIAL SPOT,peach bacterial spot,peach bacterial spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0517,Peach Bacterial Spot,bacterial spot of peach,peach bacterial spot,bacterial spot of peach,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0518,Peach Bacterial Spot,PBS,peach bacterial spot,pbs,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0519,Peach Bacterial Spot,Xanthomonas peach spot,peach bacterial spot,xanthomonas peach spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0520,PEACH BACTERIAL SPOT,bacterial spot of peach,peach bacterial spot,bacterial spot of peach,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0521,PEACH BACTERIAL SPOT,PBS,peach bacterial spot,pbs,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0522,PEACH BACTERIAL SPOT,Xanthomonas peach spot,peach bacterial spot,xanthomonas peach spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0523,bacterial spot of peach,PBS,bacterial spot of peach,pbs,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0524,bacterial spot of peach,Xanthomonas peach spot,bacterial spot of peach,xanthomonas peach spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0525,PBS,Xanthomonas peach spot,pbs,xanthomonas peach spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'peach bacterial spot',"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.","Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases."
PV_POS_0526,Pepper Bacterial Spot,Pepper Bacterial Spot,pepper bacterial spot,pepper bacterial spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'pepper bacterial spot',"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.","Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather."
