name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
nepovirus group,"Nepovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 78 species in this genus.",fusarium scab,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",agrovoc_c_32864,wheat_fusarium_head_blight,http://aims.fao.org/aos/agrovoc/c_32864,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1187,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
pseudocentrotus,Marine invertebrate organism; non-pathogenic aquatic species.,early blight of tomato,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",agrovoc_c_6300,early_blight,http://aims.fao.org/aos/agrovoc/c_6300,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
cherry powdery mildew,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,powdery mildew of cherry,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,cherry_powdery_mildew,cherry_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6844,medium,partial: only some disease signals present,medium,partial: only some disease signals present
bymovirus,Wheat spindle streak mosaic virus (WSSMV) is a plant pathogenic virus of the family Potyviridae.,tomato leaf mold,"Cladosporium fulvum is an Ascomycete called Passalora fulva, a non-obligate pathogen that causes the disease on tomatoes known as the tomato leaf mold.",agrovoc_c_dfbb07de,tomato_leaf_mold,http://aims.fao.org/aos/agrovoc/c_dfbb07de,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0972,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
ascochyta leaf blight,Blight is a specific symptom affecting plants in response to infection by a pathogenic organism.,eucalyptus microtheca,"Eucalyptus microtheca, with many common names including desert box, coolibah, callaille, targoon, yathoo or coolabah, is a species of tree that is endemic to northern Australia.",agrovoc_c_cc941c96,agrovoc_c_26490,http://aims.fao.org/aos/agrovoc/c_cc941c96,http://aims.fao.org/aos/agrovoc/c_26490,0,False,0.0718,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
grape oidium,"Oidium may refer to:Oidium (genus), a genus of fungi in the family Erysiphaceae Oidium (spore), a type of fungal spore Oidium, a disease of grapes caused by the fungus species Uncinula necator",powdery mildew of grape,"Erysiphe necator, synonym Uncinula necator, is a fungus that causes powdery mildew of grape. It is a common pathogen of Vitis species, including the wine grape, Vitis vinifera.",grape_powdery_mildew,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5581,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
target leaf spot,"A leaf spot is a limited, discoloured, diseased area of a leaf that is caused by fungal, bacterial or viral plant diseases, or by injuries from nematodes, insects, environmental factors, toxicity or herbicides.",poliovirus,"Poliovirus, the causative agent of polio, is a serotype of the species Enterovirus C, in the family of Picornaviridae. There are three poliovirus serotypes, numbered 1, 2, and 3.",target_spot,agrovoc_c_36328,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_36328,0,False,0.1624,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
rbs,Fungal disease of rice caused by Cochliobolus miyabeanus. Creates brown oval lesions on leaves. Associated with poor soi,strawberry leaf scorch,Diplocarpon earlianum is a species of fungus that causes disease in strawberry plants called strawberry leaf scorch. The disease overwinters in plant debris and infects strawberry plants during the spring season when it is wet.,rice_brown_spot,strawberry_leaf_scorch,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1518,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
diabrotica longicornis,Diabrotica longicornis is a species of skeletonizing leaf beetle in the family Chrysomelidae. It is found in Central America and North America.,grapevine esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,agrovoc_c_30029,grapevine_esca,http://aims.fao.org/aos/agrovoc/c_30029,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
scabiosa caucasica,"Lomelosia caucasica, the Caucasian pincushion flower, pincushion-flower or Caucasian scabious, is a species of flowering plant in the family Caprifoliaceae, native to the Caucasus, north eastern Turkey, and northern Iran.",erwinia carotovora,Erwinia is a genus of Enterobacterales bacteria containing mostly plant pathogenic species which was named for the famou,agrovoc_c_27363,agrovoc_c_24748,http://aims.fao.org/aos/agrovoc/c_27363,http://aims.fao.org/aos/agrovoc/c_24748,0,False,0.0436,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
puccinia rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",corn common rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7444,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
myxoma virus,"Myxoma virus is a poxvirus in the genus Leporipoxvirus. The two broad geographic types of Myxoma virus are Californian and South American. Californian myxoma virus is found on the West Coast of the United States, the Baja Peninsula of Mexico, and the southwest coast of Canada.",mycosarcoma maydis,"Corn smut is a plant disease caused by the pathogenic fungus Mycosarcoma maydis, synonym Ustilago maydis. One of several cereal crop pathogens called smut, the fungus forms galls on all above-ground parts of corn species such as maize and teosinte.",agrovoc_c_4274,corn_smut,http://aims.fao.org/aos/agrovoc/c_4274,https://en.wikipedia.org/wiki/Corn_smut,0,False,0.0286,poor,poor phrase: 'myxoma virus',good,pathogen + symptom/crop found
rice blast disease,"Magnaporthe grisea, also known as rice blast fungus, rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi (稲熱), is a plant-pathogenic fungus and model organism that causes a serious disease affecting rice.",blast disease of rice,"Magnaporthe grisea, also known as rice blast fungus, rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi (稲熱), is a plant-pathogenic fungus and model organism that causes a serious disease affecting rice.",rice_blast,rice_blast,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6505,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
potato early blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",early blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6397,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
bacterial leaf blight of rice,Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting,prunus serotina,"Prunus serotina, commonly called black cherry, wild black cherry, rum cherry, or mountain black cherry, is a deciduous tree or shrub in the rose family Rosaceae.",rice_bacterial_blight,agrovoc_c_6290,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6290,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
target spot of tomato,Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appeara,comovirus,"Comovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 21 species in this genus.",target_spot,agrovoc_c_32855,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_32855,0,False,0.129,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",phytophthora blight of potato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7489,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
early blight of tomato,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",tomato mosaic virus,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,early_blight,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
rice bacterial blight,Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting,xoo blight,Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting,rice_bacterial_blight,rice_bacterial_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7696,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
lentil blight,"The lentil is an annual legume grown for its lens-shaped edible seeds or pulses, also called lentils. It is about 40 cm (16 in) tall, and the seeds grow in pods, usually with two seeds in each.",tetranychus infestation,Tetranychus urticae is a species of plant-feeding mite generally considered to be a pest. It is the most widely known member of the family Tetranychidae or spider mites.,agrovoc_c_cc941c96,tomato_spider_mites,http://aims.fao.org/aos/agrovoc/c_cc941c96,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
huánglóngbìng,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has,citrus haunglongbing,Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mot,citrus_greening_hlb,citrus_greening_hlb,https://en.wikipedia.org/wiki/Citrus_greening_disease,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.8035,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
alternaria blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",potato early blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5434,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
huanglongbing,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has,citrus haunglongbing,Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mot,citrus_greening_hlb,citrus_greening_hlb,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6673,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
deltavirus,"A viral disease occurs when an organism's body is invaded by pathogenic viruses, and infectious virus particles (virions",head scab,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain,agrovoc_c_ad8d9f49,wheat_fusarium_head_blight,http://aims.fao.org/aos/agrovoc/c_ad8d9f49,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'a viral disease occurs when',good,pathogen + symptom/crop found
hemileia rust,"Hemileia vastatrix is a multicellular basidiomycete fungus of the order Pucciniales that causes coffee leaf rust (CLR), a disease affecting the coffee plant.",grape black rot,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",coffee_leaf_rust,grape_black_rot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.7724,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
pepper bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",proteales,Proteales is an order of flowering plants consisting of three families. The Proteales have been recognized by almost all taxonomists.,pepper_bacterial_spot,agrovoc_c_6241,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6241,0,False,0.1276,good,pathogen + symptom/crop found,poor,poor phrase: 'is an order of'
target spot,Spot reduction refers to the claim that fat in a certain area of the body can be targeted for reduction through exercise of specific muscles in that desired area.,corynespora spot,Corynespora cassiicola is a species of fungus well known as a plant pathogen. It is a sac fungus in the family Corynesporascaceae. It is the type species of the genus Corynespora.,target_spot,target_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.658,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
leaf spot of tomato,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",tomato septoria leaf spot,"A leaf spot is a limited, discoloured, diseased area of a leaf that is caused by fungal, bacterial or viral plant diseases, or by injuries from nematodes, insects, environmental factors, toxicity or herbicides.",septoria_leaf_spot,septoria_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7312,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
soybean sudden death syndrome,"Sudden death syndrome (SDS), a disease in soybean plants, quickly spread across the southern United States in the 1970s, eventually reaching most agricultural areas of the US.",protozoa,"Protozoa are a polyphyletic group of single-celled eukaryotes, either free-living or parasitic, that feed on organic matter such as other microorganisms or organic debris.",sudden_death_syndrome,agrovoc_c_6268,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6268,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
pleioblastus,"Pleioblastus is an East Asian genus of monopodial bamboos in the grass family Poaceae. They are native to China and Japan, and naturalized in scattered places in Korea, Europe, New Zealand, and the Western Hemisphere.",alternaria carotiincultae,"Alternaria is a genus of fungi that are found worldwide. Alternaria species are known as major plant pathogens. They are also common allergens in humans, growing indoors and causing hay fever or hypersensitivity reactions that sometimes lead to asthma.",agrovoc_c_6013,agrovoc_c_cb09738e,http://aims.fao.org/aos/agrovoc/c_6013,http://aims.fao.org/aos/agrovoc/c_cb09738e,0,False,0.8643,medium,partial: only some disease signals present,poor,poor phrase: 'is a genus of'
car,"A car, or an automobile, is a motor vehicle with wheels. Most definitions of cars state that they run primarily on roads, seat 1-8 people, have four wheels, and mainly transport people rather than cargo.",rice brown spot,Cochliobolus miyabeanus is a fungus that causes brown spot disease in rice. [Bipolaris is the correct name according to https://www.catalogueoflife.org/data/taxon/LVRG],cedar_apple_rust,rice_brown_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0084,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
fusarium wilt of date palm,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",blsd,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black n,agrovoc_c_a8979634,black_sigatoka,http://aims.fao.org/aos/agrovoc/c_a8979634,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
proteus,"In Greek mythology, Proteus is an early prophetic sea god or god of rivers and oceanic bodies of water, one of several deities whom Homer calls the ""Old Man of the Sea"".",grape esca,"Esca can refer to:Esca or illicium, a modified luminescent fin ray found in anglerfish and frogfish Esca the Ezka, a river in the Basque country known as ""Esca"" in Spanish ESCA or Electron Spectroscopy for Chemical Analysis, now known as X-ray photoelectron spectroscopy (XPS)",agrovoc_c_6263,grapevine_esca,http://aims.fao.org/aos/agrovoc/c_6263,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1096,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
fhb,"FHB may refer to:Fédération Haïtienne de Basket-Ball, the Haitian Basketball Federation Fernandina Beach Municipal Airport, in Florida, United States FHB Mortgage Bank, a Hungarian bank First Hawaiian Bank, an American bank Flexor hallucis brevis muscle Food and Health Bureau, in Hong Kong Fusarium head blight",tepovirus,"Tepovirus is a genus of viruses in the order Tymovirales, in the family Betaflexiviridae. Plants as well as some other root and tuber crops in the andes serve as natural hosts.",wheat_fusarium_head_blight,agrovoc_c_da7808f7,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_da7808f7,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
protomyctophum tenisoni,"The king penguin is the second largest species of penguin, smaller than but somewhat similar in appearance to the empero",saribus rotundifolius,"Saribus rotundifolius, also known as the footstool palm, is a common fan palm found in Southeast Asia. It is a member of the genus Saribus.",agrovoc_c_39762,agrovoc_c_684068de,http://aims.fao.org/aos/agrovoc/c_39762,http://aims.fao.org/aos/agrovoc/c_684068de,0,False,0.001,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
soybean rust,"Soybean rust is a disease that affects soybeans and other legumes. It is caused by two types of fungi, Phakopsora pachyrhizi, commonly known as Asian soybean rust, and Phakopsora meibomiae, commonly known as New World soybean rust.",asian soybean rust,"Soybean rust is a disease that affects soybeans and other legumes. It is caused by two types of fungi, Phakopsora pachyrhizi, commonly known as Asian soybean rust, and Phakopsora meibomiae, commonly known as New World soybean rust.",soybean_rust,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6616,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
asian soybean rust,"Soybean rust is a disease that affects soybeans and other legumes. It is caused by two types of fungi, Phakopsora pachyrhizi, commonly known as Asian soybean rust, and Phakopsora meibomiae, commonly known as New World soybean rust.",sbr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,soybean_rust,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.49,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
blast disease of rice,"Magnaporthe grisea, also known as rice blast fungus, rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi (稲熱), is a plant-pathogenic fungus and model organism that causes a serious disease affecting rice.",orthobunyavirus,"Schmallenberg virus, abbreviated SBV, is a virus that causes congenital malformations and stillbirths in cattle, sheep,",rice_blast,agrovoc_c_331430,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_331430,0,False,0.0935,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
marafivirus,"Marafivirus is a genus of viruses in the order Tymovirales, in the family Tymoviridae. There are 12 species in this genus.",cassava mosaic virus,"Cassava mosaic virus(es) is a collective name used to refer to one or more of eleven plant pathogenic viruses in the genus Begomovirus. African cassava mosaic virus (ACMV), East African cassava mosaic virus (EACMV), and South African cassava mosaic virus (SACMV) are distinct circular single-stranded DNA viruses which are transmitted by whiteflies and primarily infect cassava plants; these have thus far only been reported from Africa.",agrovoc_c_413fad7e,agrovoc_c_33962,http://aims.fao.org/aos/agrovoc/c_413fad7e,http://aims.fao.org/aos/agrovoc/c_33962,0,False,0.001,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
peb,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.379,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
huánglóngbìng,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has,late blight of tomato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",citrus_greening_hlb,late_blight,https://en.wikipedia.org/wiki/Citrus_greening_disease,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
scolopax rusticola,The ruff is a medium-sized wading bird that breeds in marshes and wet meadows across northern Eurasia. This highly grega,crinivirus,"Crinivirus, formerly the lettuce infectious yellows virus group, is a genus of viruses, in the family Closteroviridae. They are linear, single-stranded positive sense RNA viruses.",agrovoc_c_98b9ad4e,agrovoc_c_331491,http://aims.fao.org/aos/agrovoc/c_98b9ad4e,http://aims.fao.org/aos/agrovoc/c_331491,0,False,0.2284,medium,partial: only some disease signals present,poor,poor phrase: 'is a genus of'
bacterial spot of peach,"Bacterial leaf scorch (BLS), or bacterial leaf spot, is a disease state affecting many crops, caused mainly by the xylem-plugging bacterium Xylella fastidiosa.",grape leaf spot,Phomopsis cane and leaf spot occurs wherever grapes are grown. Phomopsis cane and leaf spot is more severe in grape-growing regions characterized by a humid temperate climate through the growing season.,peach_bacterial_spot,grape_leaf_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0421,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tomato early blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",puumala virus,Puumala virus (PUUV) is the main cause of hemorrhagic fever with renal syndrome (HFRS) in Europe and Russia. Puumala virus is transmitted by the bank vole.,early_blight,agrovoc_c_35746,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35746,0,False,0.0473,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
clubroot,"Clubroot is a common disease of cabbages, canola, broccoli, cauliflower, Brussels sprouts, radishes, turnips, stocks, wallflowers and other plants of the family Brassicaceae (Cruciferae).",macrotyloma,Macrotyloma is a genus of plants in the legume family which include several species of edible beans. Some species are also used as fodder for livestock.,clubroot,agrovoc_c_4506,https://en.wikipedia.org/wiki/Clubroot,http://aims.fao.org/aos/agrovoc/c_4506,0,False,0.1133,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
rhizomania virus,"Beet necrotic yellow vein virus (BNYVV) is a plant virus, transmitted by the plasmodiophorid Polymyxa betae. The BNYVV is a member of the genus Benyvirus and is responsible for rhizomania, a disease of sugar beet that causes proliferation of thin rootlets, and leads to a smaller tap root with reduced sugar content.",pst,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along,agrovoc_c_37633,wheat_stripe_rust,http://aims.fao.org/aos/agrovoc/c_37633,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0263,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
early blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",alternaria blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6766,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
maize rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",soybean sudden death syndrome,"Sudden death syndrome (SDS), a disease in soybean plants, quickly spread across the southern United States in the 1970s, eventually reaching most agricultural areas of the US.",common_corn_rust,sudden_death_syndrome,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
car,"A car, or an automobile, is a motor vehicle with wheels. Most definitions of cars state that they run primarily on roads, seat 1-8 people, have four wheels, and mainly transport people rather than cargo.",ross river virus,"Ross River virus (RRV) is a small encapsulated single-strand RNA Alphavirus endemic to Australia, Papua New Guinea and other islands in the South Pacific.",cedar_apple_rust,agrovoc_c_35374,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35374,0,False,0.001,medium,partial: only some disease signals present,medium,partial: only some disease signals present
partitivirus,"Mycoviruses, also known as mycophages, are viruses that infect fungi. The majority of mycoviruses have double-stranded R",comovirus,"Comovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 21 species in this genus.",agrovoc_c_9dd87521,agrovoc_c_32855,http://aims.fao.org/aos/agrovoc/c_9dd87521,http://aims.fao.org/aos/agrovoc/c_32855,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
