name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,context_quality_b,pair_type,name_sim_score,source_a,source_b,lambda_source,exclude_from_lambda,type_a,type_b,lambda_original,type_needs_scraping,same_context
gray leaf spot,"Gray leaf spot (GLS) is a foliar fungal disease that affects grasses. In grasses other than maize, it is caused by Pyricularia grisea, which only infects perennial ryegrass, tall fescue, and St.",grey leaf spot,"Grey leaf spot (GLS) is a foliar fungal disease that affects maize, also known as corn. GLS is considered one of the most significant yield-limiting diseases of corn worldwide.",gray_leaf_spot,gray_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.1735,good,good,A,0.5,,,original_llm,0,disease,disease,,0,0
neck rot,"Botrytis allii is a plant pathogen, a fungus that causes neck rot in stored onions and related crops. Its teleomorph is unknown, but other species of Botrytis are anamorphs of Botryotinia species.",rb,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped gre,rice_blast,rice_blast,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.3942,good,good,B,0.0,,,original_llm,0,fungus,disease,,0,0
early blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",early blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7252,good,good,A,1.0,,,original_llm,0,disease,disease,,0,0
teschen disease,"Teschovirus is a genus of viruses in the order Picornavirales, in the family Picornaviridae. There are two species in this genus, including Porcine teschovirus, which is responsible for the porcine enteroviral encephalomyelitis disease caused in pigs.",clubroot,"Clubroot is a common disease of cabbages, canola, broccoli, cauliflower, Brussels sprouts, radishes, turnips, stocks, wallflowers and other plants of the family Brassicaceae (Cruciferae).",agrovoc_c_24301,clubroot,http://aims.fao.org/aos/agrovoc/c_24301,https://en.wikipedia.org/wiki/Clubroot,0,0,0.0668,poor,good,D,0.0,,,original_llm,0,plant,disease,,0,0
rb,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped gre,grape powdery mildew,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, sh",rice_blast,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.0205,good,good,D,0.0,,,original_llm,0,disease,fungus,,0,0
citrus hlb,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,huanglongbing,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has,citrus_greening_hlb,citrus_greening_hlb,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.6598,good,good,B,0.0,,,original_llm,0,disease,disease,,0,0
late blight disease,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7966,good,good,A,0.5,,,original_llm,0,disease,fungus,,0,1
cucurbit powdery mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthe,getah virus,Getah virus is a mosquito-borne arbovirus in the Alphavirus genus. The virus was first isolated in Malaysia in 1955 from the Culex gelidus mosquito. It has been known to infect pigs but more commonly affects horses.,squash_powdery_mildew,agrovoc_c_35373,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35373,0,0,0.001,medium,good,D,0.0,,,original_llm,0,fungus,virus,,0,0
rhizomania virus,"Beet necrotic yellow vein virus (BNYVV) is a plant virus, transmitted by the plasmodiophorid Polymyxa betae. The BNYVV is a member of the genus Benyvirus and is responsible for rhizomania, a disease of sugar beet that causes proliferation of thin rootlets, and leads to a smaller tap root with reduced sugar content.",guignardia rot,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",agrovoc_c_37633,grape_black_rot,http://aims.fao.org/aos/agrovoc/c_37633,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,virus,disease,,0,0
protista,"A protist or protoctist is any eukaryotic organism that is not an animal, land plant, or fungus. Protists do not form a",nepovirus,"Nepovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 78 species in this genus.",agrovoc_c_330951,agrovoc_c_32864,http://aims.fao.org/aos/agrovoc/c_330951,http://aims.fao.org/aos/agrovoc/c_32864,0,0,0.1316,good,poor,D,0.0,,,original_llm,0,fungus,plant,,0,0
sphaerotheca,Sphaerotheca varshaabhu commonly known as the Varshaa burrowing frog is a species of Ranidae family frog which is found in India.,hydrotaea,"Hydrotaea is a genus of insects in the housefly family, Muscidae. They occur in most regions of the world but are more populous in warmer climates. They are often found on feces in summer months, and are therefore generally found in close proximity to livestock.",agrovoc_c_7292,agrovoc_c_11671,http://aims.fao.org/aos/agrovoc/c_7292,http://aims.fao.org/aos/agrovoc/c_11671,0,0,0.001,good,poor,D,0.0,,,original_llm,0,plant,plant,,0,0
early blight disease,Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appear,clubroot,"Clubroot is a common disease of cabbages, canola, broccoli, cauliflower, Brussels sprouts, radishes, turnips, stocks, wallflowers and other plants of the family Brassicaceae (Cruciferae).",early_blight,clubroot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://en.wikipedia.org/wiki/Clubroot,0,0,0.001,good,good,D,0.0,,,original_llm,0,disease,disease,,0,0
early blight of tomato,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",northern leaf blight,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica.",early_blight,northern_corn_leaf_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.8726,good,good,D,0.0,,,original_llm,0,disease,disease,,0,0
nairovirus,"Orthonairovirus is a genus of viruses in the family Nairoviridae of the order Hareavirales which includes viruses with circular, negative-sense single stranded RNA.",fusarium sporotrichiella,"Fusarium sporotrichioides is a fungal plant pathogen, one of various Fusarium species responsible for damaging crops, in particular causing a condition known as Fusarium head blight in wheat, consequently being of notable agricultural and economic importance.",agrovoc_c_35642,agrovoc_c_37580,http://aims.fao.org/aos/agrovoc/c_35642,http://aims.fao.org/aos/agrovoc/c_37580,0,0,0.001,poor,good,D,0.0,,,original_llm,0,plant,fungus,,0,0
tylcv,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",turcicum blight,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica.",tomato_yellow_leaf_curl,northern_corn_leaf_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,virus,disease,,0,0
leaf mold of tomato,"Cladosporium fulvum is an Ascomycete called Passalora fulva, a non-obligate pathogen that causes the disease on tomatoes known as the tomato leaf mold.",wheat streak mosaic virus,"Wheat streak mosaic virus (WSMV) is a plant pathogenic virus of the family Potyviridae that infects plants in the family Poaceae, especially wheat (Triticum spp.); it is globally distributed and vectored by the wheat curl mite, particularly in regions where wheat is widely grown.",tomato_leaf_mold,wheat_streak_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://en.wikipedia.org/wiki/Wheat_streak_mosaic_virus,0,0,0.2069,good,good,D,0.0,,,original_llm,0,fungus,virus,,0,0
scab of apple,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including species of flowering crabapple, as well as cultivated apple.",rabbit fibroma virus,"The Shope papilloma virus (SPV), also known as cottontail rabbit papilloma virus (CRPV) or Kappapapillomavirus 2, is a papillomavirus which infects certain species of rabbit and hare, causing cancerous lesions (carcinomas) resembling horns, typically on or near the animal's head.",apple_scab,agrovoc_c_4274,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_4274,0,0,0.001,good,good,D,0.0,,,original_llm,0,disease,virus,,0,0
esca disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,black measles,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,grapevine_esca,grapevine_esca,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.502,good,good,B,0.0,,,original_llm,0,disease,disease,,0,1
bacterial spot,"Bacterial leaf scorch (BLS), or bacterial leaf spot, is a disease state affecting many crops, caused mainly by the xylem-plugging bacterium Xylella fastidiosa.",tbs,"Bacterial disease of tomato caused by Xanthomonas species. Produces small, water-soaked spots on leaves and fruit. Favou",tomato_bacterial_spot,tomato_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.4264,good,good,B,0.0,,,original_llm,0,disease,bacteria,,0,0
citrus greening disease,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,haunglongbing,Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mot,citrus_greening_hlb,citrus_greening_hlb,https://en.wikipedia.org/wiki/Citrus_greening_disease,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.6547,good,good,B,0.0,,,original_llm,0,disease,disease,,0,0
coffee rust,"Hemileia vastatrix is a multicellular basidiomycete fungus of the order Pucciniales that causes coffee leaf rust (CLR), a disease affecting the coffee plant.",pseudocentrotus,Marine invertebrate organism; non-pathogenic aquatic species.,coffee_leaf_rust,agrovoc_c_6300,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6300,0,0,0.001,good,good,D,0.0,,,original_llm,0,fungus,plant,,0,0
nlb,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yie,wheat yellow rust,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",northern_corn_leaf_blight,wheat_stripe_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.078,good,good,D,0.0,,,original_llm,0,disease,fungus,,0,0
carre's disease,"Rhizoctonia theobromae is a species of fungus in the order Cantharellales. Basidiocarps are thin, effused, and web-like.",sclerotinia,Sclerotinia sclerotiorum is a plant pathogenic fungus and can cause a disease called white mold if conditions are conduc,agrovoc_c_27087,agrovoc_c_6864,http://aims.fao.org/aos/agrovoc/c_27087,http://aims.fao.org/aos/agrovoc/c_6864,0,0,0.0268,medium,good,D,0.0,,,original_llm,0,disease,fungus,,0,0
diabrotica undecimpunctata,"Diabrotica undecimpunctata, the spotted cucumber beetle or southern corn rootworm, is a species of cucumber beetle that is native to North America. The species can be a major agricultural pest insect in North America.",panama disease of banana,Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense.,agrovoc_c_30031,agrovoc_c_36133,http://aims.fao.org/aos/agrovoc/c_30031,http://aims.fao.org/aos/agrovoc/c_36133,0,0,0.001,good,good,D,0.0,,,original_llm,0,pest,disease,,0,0
early blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",alternaria blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.5848,good,good,B,0.0,,,original_llm,0,disease,disease,,0,1
saribus rotundifolius,"Saribus rotundifolius, also known as the footstool palm, is a common fan palm found in Southeast Asia. It is a member of the genus Saribus.",peach bacterial spot,"Bacterial leaf scorch (BLS), or bacterial leaf spot, is a disease state affecting many crops, caused mainly by the xylem-plugging bacterium Xylella fastidiosa.",agrovoc_c_684068de,peach_bacterial_spot,http://aims.fao.org/aos/agrovoc/c_684068de,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.096,good,good,D,0.0,,,original_llm,0,plant,disease,,0,0
potato early blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",alternaria blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7585,good,good,A,0.3333,,,original_llm,0,fungus,fungus,,0,0
soybean rust,"Soybean rust is a disease that affects soybeans and other legumes. It is caused by two types of fungi, Phakopsora pachyrhizi, commonly known as Asian soybean rust, and Phakopsora meibomiae, commonly known as New World soybean rust.",sbr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,soybean_rust,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.394,good,good,B,0.0,,,original_llm,0,fungus,disease,,0,0
rabbit fibroma virus,"The Shope papilloma virus (SPV), also known as cottontail rabbit papilloma virus (CRPV) or Kappapapillomavirus 2, is a papillomavirus which infects certain species of rabbit and hare, causing cancerous lesions (carcinomas) resembling horns, typically on or near the animal's head.",apple rot,Bitter rot of apple is a fungal disease of apple fruit that is caused by several species in the Colletotrichum acutatum and Colletotrichum gloeosporioides species complexes.,agrovoc_c_4274,apple_black_rot,http://aims.fao.org/aos/agrovoc/c_4274,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.2031,good,good,D,0.0,,,original_llm,0,virus,disease,,0,0
apple black rot,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",apple black-rot,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",apple_black_rot,apple_black_rot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.6037,good,good,A,1.0,,,original_llm,0,disease,disease,,0,1
geranium rotundifolium,"Geranium rotundifolium, is a species of annual herb in the family Geraniaceae. It is native in temperate climates across much of Europe, northern Africa, and southwestern Asia; its distribution is spreading north, in response to global warming.",black rot of apple,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",agrovoc_c_eecac13f,apple_black_rot,http://aims.fao.org/aos/agrovoc/c_eecac13f,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,plant,disease,,0,0
grape esca (black measles),Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,soya rust,"The soybean, soy bean, or soya bean is a species of legume native to East Asia, widely grown for its edible bean. Soy is a staple crop, the world's most grown legume, and an important animal feed.",grapevine_esca,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,disease,plant,,0,0
black rot of apple,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",abr,Fungal disease caused by Botryosphaeria obtusa. Creates circular brown lesions on fruit and frog-eye leaf spot. Common i,apple_black_rot,apple_black_rot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.3972,good,good,B,0.0,,,original_llm,0,disease,disease,,0,0
tomato leaf curl,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",xanthomonas peach spot,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and t",tomato_yellow_leaf_curl,peach_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.0268,good,good,D,0.0,,,original_llm,0,virus,bacteria,,0,0
paracentrotus,Marine invertebrate organism; non-pathogenic aquatic species.,pectobacterium carotovorum subsp. atrosepticum,Pectobacterium carotovorum is a bacterium of the family Pectobacteriaceae; it used to be a member of the genus Erwinia.,agrovoc_c_16271,agrovoc_c_b8694bb6,http://aims.fao.org/aos/agrovoc/c_16271,http://aims.fao.org/aos/agrovoc/c_b8694bb6,0,0,0.001,good,good,D,0.0,,,original_llm,0,plant,plant,,0,0
brown rust of wheat,"Wheat leaf rust is a fungal disease that affects wheat, barley, rye stems, leaves and grains. In temperate zones it is destructive on winter wheat because the pathogen overwinters.",protostrongylus,"Parasitic bronchitis, also known as hoose, husk, or verminous bronchitis, is a disease of sheep, cattle, goats, and swin",wheat_leaf_rust,agrovoc_c_6265,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6265,0,0,0.0388,good,good,D,0.0,,,original_llm,0,fungus,disease,,0,0
pectobacterium carotovorum,Pectobacterium carotovorum is a bacterium of the family Pectobacteriaceae; it used to be a member of the genus Erwinia.,sbr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,agrovoc_c_24748,soybean_rust,http://aims.fao.org/aos/agrovoc/c_24748,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,plant,disease,,0,0
asr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,soya rust,"The soybean, soy bean, or soya bean is a species of legume native to East Asia, widely grown for its edible bean. Soy is a staple crop, the world's most grown legume, and an important animal feed.",soybean_rust,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.4866,good,good,B,0.0,,,original_llm,0,disease,plant,,0,0
citrus canker,"Citrus canker is a disease affecting Citrus species caused by the bacterium Xanthomonas citri. Infection causes lesions on the leaves, stems, and fruit of citrus trees, including lime, oranges, and grapefruit.",protopterus aethiopicus,"Lungfish, also known as dipnoans, are freshwater vertebrates belonging to the class Dipnoi. Lungfish are best known for",citrus_canker,agrovoc_c_38960,https://en.wikipedia.org/wiki/Citrus_canker,http://aims.fao.org/aos/agrovoc/c_38960,0,0,0.001,good,medium,D,0.0,,,original_llm,0,disease,unknown,,0,0
powdery mildew of wheat,Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthes,wpm,Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthes,wheat_powdery_mildew,wheat_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.467,good,good,B,0.0,,,original_llm,0,fungus,disease,,0,1
isavirus,"Orthomyxoviridae is a family of negative-sense RNA viruses. It includes nine genera: Alphainfluenzavirus, Betainfluenzav",carlavirus,"Carlavirus, formerly known as the ""Carnation latent virus group"", is a genus of viruses in the order Tymovirales, in the family Betaflexiviridae. There are 73 species in this genus.",agrovoc_c_b156e7d1,agrovoc_c_32852,http://aims.fao.org/aos/agrovoc/c_b156e7d1,http://aims.fao.org/aos/agrovoc/c_32852,0,0,0.0377,poor,poor,D,0.0,,,original_llm,1,plant,plant,,0,0
panama disease,Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense.,fusarium wilt of banana,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",banana_fusarium_wilt,banana_fusarium_wilt,https://en.wikipedia.org/wiki/Panama_disease,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7411,good,good,B,0.0,,,original_llm,0,disease,disease,,0,0
early blight disease,Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appear,potato early blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7513,good,good,A,0.5,,,original_llm,0,disease,fungus,,0,0
grape rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit int,guignardia rot,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",grape_black_rot,grape_black_rot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7402,good,good,A,0.3333,,,original_llm,0,disease,disease,,0,0
ascochyta blight on peas,Ascochyta blights occur throughout the world and can be of significant economic importance. Three fungi contribute to the ascochyta blight disease complex of pea.,gbr,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit int,agrovoc_c_00cfeede,grape_black_rot,http://aims.fao.org/aos/agrovoc/c_00cfeede,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.0707,good,good,D,0.0,,,original_llm,0,disease,disease,,0,0
sclerotiniaceae,"Monilinia rubi is a species of fungus in the family Sclerotiniaceae. The species is a plant pathogen causing ""dry berry",citrus haunglongbing,Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mot,agrovoc_c_313e76f1,citrus_greening_hlb,http://aims.fao.org/aos/agrovoc/c_313e76f1,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.0216,good,good,D,0.0,,,original_llm,0,plant,disease,,0,0
verticillium wilt,"Verticillium wilt is a wilt disease affecting over 350 species of eudicot plants. It is caused by six species of Verticillium fungi: V. dahliae, V. albo-atrum, V. longisporum, V. nubilum, V. theobromae and V. tricorpus.",sclerotium,"A sclerotium is a compact mass of hardened fungal mycelium containing food reserves. One role of sclerotia is to survive environmental extremes. In some higher fungi such as ergot, sclerotia become detached and remain dormant until favorable growth conditions return.",verticillium_wilt,agrovoc_c_6865,https://en.wikipedia.org/wiki/Verticillium_wilt,http://aims.fao.org/aos/agrovoc/c_6865,0,0,0.0781,good,good,D,0.0,,,original_llm,0,disease,fungus,,0,0
tomato bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",leaf mold of tomato,"Cladosporium fulvum is an Ascomycete called Passalora fulva, a non-obligate pathogen that causes the disease on tomatoes known as the tomato leaf mold.",tomato_bacterial_spot,tomato_leaf_mold,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.2,,,original_llm,0,bacteria,fungus,,0,0
pepper bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",leaf rust,"Wheat leaf rust is a fungal disease that affects wheat, barley, rye stems, leaves and grains. In temperate zones it is destructive on winter wheat because the pathogen overwinters.",pepper_bacterial_spot,wheat_leaf_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.1584,good,good,D,0.0,,,original_llm,0,bacteria,fungus,,0,0
